Antti Aalto
Nicolas Roy
Patrick Roy
Stephane Roy
Gaetan Royer
Remi Royer
Michal Rozsival
Gino Rozzini
Kristians Rubins
German Rubtsov
Steve Rucchin
Mike Rucinski
Mike Rucinski
Martin Rucinsky
Cody Rudkowsky
Bernard Ruelle
Jason Ruff
Lindy Ruff
Kent Ruhnke
Chad Ruhwedel
Darren Rumble
David Rundblad
Thomas Rundqvist
Paul Runge
Arttu Ruotsalainen
Reijo Ruotsalainen
Duane Rupp
Mike Rupp
Pat Rupp
Terry Ruskowski
Cam Russell
Church Russell
Kris Russell
Patrick Russell
Phil Russell
Ryan Russell
Robbie Russo
Bryan Rust
Jim Rutherford
Wayne Rutledge
Jan Rutta
Christian Ruuttu
Jarkko Ruutu
Tuomo Ruutu
Adam Ruzicka
Stefan Ruzicka
Vladimir Ruzicka
Bobby Ryan
Derek Ryan
Joakim Ryan
Matt Ryan
Michael Ryan
Prestin Ryan
Terry Ryan
Kerby Rychel
Warren Rychel
Mark Rycroft
Michael Ryder
Andy Rymsha
Drake Rymsha
Jussi Rynnas
Rick Rypien
Jason Ryznar
Brandon Saad
Aleksi Saarela
Simo Saarinen
Shaun Sabol
Bob Sabourin
Dany Sabourin
Gary Sabourin
Ken Sabourin
Scott Sabourin
David Sacco
Joe Sacco
Larry Sacharuk
Kirill Safronov
Rocky Saganiuk
Joe Sakic
Alexander Salak
Brian Salcido
Ruslan Salei
Don Saleski
Anssi Salmela
Tony Salmelainen
Borje Salming
Robin Salo
Sami Salo
Tommy Salo
Miikka Salomaki
Andreas Salomonsson
Barry Salovaara
Bryce Salvador
Dave Salvian
Dylan Samberg
Phil Samis
Dmitri Samorukov
Gary Sampson
Jerome Samson
Ilya Samsonov
Sergei Samsonov
Henrik Samuelsson
Kjell Samuelsson
Martin Samuelsson
Mattias Samuelsson
Mikael Samuelsson
Philip Samuelsson
Ulf Samuelsson
Scott Sandelin
Derek Sanderson
Geoff Sanderson
Ed Sandford
Linus Sandin
Rasmus Sandin
Jim Sandlak
Charlie Sands
Mike Sands
Felix Sandstrom
Tomas Sandstrom
Terran Sandwith
Curtis Sanford
Zach Sanford
Bob Sanguinetti
Travis Sanheim
Everett Sanipass
Tommi Santala
Steven Santini
Mike Santorelli
Oleg Saprykin
Yves Sarault
Gary Sargent
Cory Sarich
Geoff Sarjeant
Craig Sarner
Peter Sarno
Juuse Saros
Dick Sarrazin
Fred Sasakamoose
Grant Sasser
Miroslav Satan
Harri Sateri
Glen Sather
Kurt Sauer
Mike Sauer
Bernie Saunders
Clarence "Teddy" Saunders
David Saunders
Ashton Sautner
Bob Sauve
J.F. Sauve
Maxime Sauve
Philippe Sauve
Yann Sauve
Andre Savage
Brian Savage
Gordon "Tony" Savage
Joel Savage
Reggie Savage
Andre Savard
David Savard
Denis Savard
Jean Savard
Marc Savard
Serge Savard
Ryan Savoia
Raymond Sawada
Zachary Sawchenko
Terry Sawchuk
Kevin Sawyer
Luca Sbisa
Peter Scamurra
Marco Scandella
Dave Scatchard
Colton Sceviour
Darin Sceviour
Joe Schaefer
Nolan Schaefer
Paul "Butch" Schaefer
Peter Schaefer
Paxton Schafer
Tim Schaller
Kevin Schamehorn
Petr Schastlivy
Mark Scheifele
John Schella
Brayden Schenn
Luke Schenn
Nikita Scherbak
Chuck Scherza
Cameron Schilling
Ken Schinkel
Brad Schlegel
David Schlemko
Andy Schliebener
Jordan Schmaltz
Nick Schmaltz
Bobby Schmautz
Cliff Schmautz
Akira Schmid
Chris Schmidt
Clarence Schmidt
Jack Schmidt
Joe Schmidt
Milt Schmidt
Nate Schmidt
Norm Schmidt
Robert Schnabel
Werner Schnarr
Andy Schneider
Braden Schneider
Cole Schneider
Cory Schneider
Mathieu Schneider
Danny Schock
Ron Schock
Jim Schoenfeld
Dwight Schofield
Wally Schreiber
Rob Schremp
David "Sweeney" Schriner
Jordan Schroeder
Christoph Schubert
Corey Schueneman
Jimmy Schuldt
Paxton Schulte
Dave Schultz
Jeff Schultz
Jesse Schultz
Justin Schultz
Nick Schultz
Ray Schultz
M.F. Schurman
Rod Schutt
Corey Schwab
Jaden Schwartz
Marek Schwarz
Cole Schwindt
Scott Scissons
Enio Sclisizzi
Ganton Scott
John Scott
Laurie Scott
Richard Scott
Ron Scott
Travis Scott
Darrel Scoville
Claudio Scremin
Ben Scrivens
Howard Scruton
Rob Scuderi
Brent Seabrook
Glen Seabrooke
Al Secord
Daniel Sedin
Henrik Sedin
Lukas Sedlak
Ron Sedlbauer
Nick Seeler
Steve Seftel
Brandon Segal
Danny Seguin
Steve Seguin
Tyler Seguin
Earl Seibert
Dennis Seidenberg
Moritz Seider
Ric Seiling
Rod Seiling
Jiri Sejba
Peter Sejna
Jiri Sekac
Andrej Sekera
Lubomir Sekeras
Teemu Selanne
Brit Selby
Steve Self
Alexander Selivanov
Luke Sellars
Eric Selleck
Sean Selmser
Brad Selwood
Alexander Semak
Brandy Semchuk
Dave Semenko
Alexei Semenov
Anatoli Semenov
Alexander Semin
Kirill Semyonov
Brett Seney
George Senick
Gilles Senn
Zachary Senyshyn
Jyrki Seppa
Ron Serafini
Mikhail Sergachev
Jeff Serowik
George Servinis
Tim Sestito
Tom Sestito
Devin Setoguchi
Jaroslav Sevcik
Cam Severson
Damon Severson
Brent Severyn
Pierre Sevigny
Richard Sevigny
Ben Sexton
Dan Sexton
Michael Sgarbossa
Eddie Shack
Joe Shack
Konstantin Shafronov
Paul Shakes
Evgeny Shaldybin
Brendan Shanahan
Sean Shanahan
David Shand
Daniel Shank
Charles Shannon
Darrin Shannon
Darryl Shannon
Jerry Shannon
Ryan Shannon
Jeff Shantz
Yegor Sharangovich
Vadim Sharifijanov
MacGregor Sharp
Patrick Sharp
Jeff Sharples
Warren "Scott" Sharples
Glen Sharpley
Kevin Shattenkirk
Scott Shaunessy
Andrew Shaw
Brad Shaw
David Shaw
Logan Shaw
Mason Shaw
Normand Shay
Pat Shea
Riley Sheahan
Rob Shearer
Conor Sheary
Doug Shedden
Bobby Sheehan
Neil Sheehy
Tim Sheehy
Jody Shelley
Doug Shelton
Frank Sheppard
Gregg Sheppard
James Sheppard
John Sheppard
Ray Sheppard
John Sherf
Fred Shero
Gordon "Moose" Sherritt
Gord Sherven
Kiefer Sherwood
Kole Sherwood
Igor Shesterkin
Jeff Shevalier
Jack Shewchuk
Alex Shibicky
Allan Shields
Steve Shields
Bill Shill
Jack Shill
Hunter Shinkaruk
Brendan Shinnimin
Rick Shinske
Vadim Shipachyov
Jim Shires
Sergei Shirokov
Timofei Shishkanov
Paul Shmyr
Bruce Shoebottom
Devin Shore
Drew Shore
Eddie Shore
Hamby Shore
Nick Shore
Steve Short
Mikhail Shtalenkov
Gary Shuchuk
Ron Shudra
Justin Shugg
Richard Shulmistra
Steve Shutt
Bill Shvetz
Denis Shvidki
Peter Sidorkiewicz
Albert "Babe" Siebert
Jonas Siegenthaler
Patrick Sieloff
Duncan Siemens
Jaime Sifers
Jonathan Sigalet
Jordan Sigalet
Mike Siklenka
Dylan Sikura
Jakob Silfverberg
Dave Silk
Zach Sill
Cole Sillinger
Mike Sillinger
Mike Siltala
Risto Siltanen
Jonathan Sim
Trevor Sim
Martin Simard
Radim Simek
Roman Simicek
Charlie Simmer
Wayne Simmonds
Al Simmons
Don Simmons
Gary Simmons
Ben Simon
Chris Simon
Dominik Simon
Jason Simon
John "Cully" Simon
Thain Simon
Todd Simon
Frank Simonetti
Bobby Simpson
Cliff Simpson
Craig Simpson
Dillon Simpson
Harold "Joe" Simpson
Kent Simpson
Reid Simpson
Todd Simpson
Al Sims
Shane Sims
Reggie Sinclair
Alex Singbush
Ilkka Sinisalo
Ville Siren
Bob Sirois
Mike Sislo
Colton Sissons
Darryl Sittler
Michal Sivek
Lars-Erik Sjoberg
Tommy Sjodin
Fredrik Sjostrom
Bjorn Skaare
Jarrod Skalde
Mackenzie Skapski
Randy Skarda
Paul Skidmore
Jack Skille
Raymie Skilton
Alf Skinner
Brett Skinner
Jeff Skinner
Larry Skinner
Stuart Skinner
Brady Skjei
Wade Skolney
Andrei Skopintsev
Warren Skorodenski
Martin Skoula
Glen Skov
Karlis Skrastins
Pavel Skrbek
Petri Skriko
Rob Skrlac
Brian Skrudland
Peter Skudra
John Slaney
Jim Slater
Jaccob Slavin
Josiah Slavin
John Sleaver
Jiri Slegr
Louis Sleigher
Anton Slepyshev
Blake Sloan
Tod Sloan
Tyler Sloan
David Sloane
Pete Slobodian
Ed Slowinski
Darryl Sly
Matt Smaby
Doug Smail
Alex Smart
Dale Smedsmo
Richard Smehlik
Ladislav Smid
Don Smillie
Alexei Smirnov
Al Smith
Alex Smith
Art Smith
Barry Smith
Ben Smith
Billy Smith
Bobby Smith
Brad Smith
Brandon Smith
Brendan Smith
Brian Smith
Brian Smith
C.J. Smith
Carl "Winky" Smith
Clint Smith
Cole Smith
Colin Smith
Craig Smith
D.J. Smith
Dallas Smith
Dalton "Nakina" Smith
Dalton Smith
Dan Smith
Dennis Smith
Derek Smith
Derek Smith
Derrick Smith
Des Smith
Don Smith
Don Smith
Doug Smith
Floyd Smith
Gary Smith
Gemel Smith
Geoff Smith
George Smith
Givani Smith
Glen "Baldy" Smith
Glenn Smith
Gord Smith
Greg Smith
Jason Smith
Jeremy Smith
Kenny Smith
Mark Smith
Mike Smith
Nathan Smith
Nathan Smith
Nick Smith
Normie Smith
Randy Smith
Reginald "Hooley" Smith
Reilly Smith
Rick Smith
Rodger Smith
Ron Smith
Sid Smith
Stanford Smith
Steve Smith
Steve Smith
Stuart Smith
Stuart Smith
Tommy Smith
Trevor Smith
Ty Smith
Vern Smith
Wayne Smith
Wyatt Smith
Zack Smith
Devante Smith-Pelly
Jerred Smithson
Radek Smolenak
Bryan Smolinski
Jordan Smotherman
Peter Smrek
John Smrke
Stan Smrke
Stan Smyl
Rod Smylie
Brad Smyth
Greg Smyth
Kevin Smyth
Ryan Smyth
Bob Sneddon
Carl Sneep
Chris Snell
Ron Snell
Ted Snell
Harold Snepsts
Joe Snively
Bill "Sandy" Snow
Garth Snow
Dave Snuggerud
Dan Snyder
Dennis Sobchuk
Gene Sobchuk
Vladimir Sobotka
Carl Soderberg
Arvid Soderblom
Tommy Soderstrom
Victor Soderstrom
Doug Soetaert
Mads Sogaard
Egor Sokolov
Ken Solheim
Bob Solinger
Art Somers
Radovan Somik
Roy Sommer
Tom Songin
Glen Sonmor
Martin Sonnenberg
Brent Sopel
Marcus Sorensen
Nick Sorensen
Lee Sorochan
Ilya Sorokin
John Sorrell
Nikita Soshnikov
Carson Soucy
Christian Soucy
Sheldon Souray
Jaroslav Spacek
Nick Spaling
Martin Spanhel
Garret Sparks
Emory "Spunk" Sparrow
Fred Speck
Bill Speer
Blake Speers
Ted Speers
Gord Spence
Jordan Spence
Brian Spencer
Irv Spencer
Chris Speyer
Jason Spezza
Matthew Spiller
Red Spooner
Ryan Spooner
Corey Spring
Don Spring
Frank Spring
Jesse Spring
Daniel Sprong
Ryan Sproul
Andy Spruce
Janis Sprukts
Jared Spurgeon
Tomas Srsen
Martin St. Amour
Rick St. Croix
Frederic St. Denis
Bruno St. Jacques
Andre St. Laurent
Dollard St. Laurent
Sam St. Laurent
Martin St. Louis
Frank St. Marseille
Martin St. Pierre
Claude St. Sauveur
Eric Staal
Jared Staal
Jordan Staal
Marc Staal
Ron Stackhouse
Ted Stackhouse
Drew Stafford
Garrett Stafford
Frank "Butch" Stahan
Steve Staios
Matthew Stajan
Nick Stajduhar
Viktor Stalberg
Alan "Red" Staley
Alex Stalock
Steven Stamkos
Lorne Stamler
Rastislav Stana
George Standing
Fred Stanfield
Jack Stanfield
Jim Stanfield
Ed Staniowski
Ed Stankiewicz
Myron Stankiewicz
Allan Stanley
Barney Stanley
Daryl Stanley
Logan Stanley
Wally Stanowski
Paul Stanton
Ryan Stanton
Brian Stapleton
Mike Stapleton
Pat Stapleton
Tim Stapleton
Sergei Starikov
Joe Stark
Harold Starr
Wilfie Starr
Vic Stasiuk
Anton Stastny
Marian Stastny
Paul Stastny
Peter Stastny
Yan Stastny
Ray Staszak
Robb Stauber
Brad Staubitz
Troy Stecher
Dave Steckel
Sam Steel
Frank Steele
Alexander Steen
Anders Steen
Oskar Steen
Thomas Steen
Alex Steeves
Greg Stefan
Patrik Stefan
Morris Stefaniw
Bud Stefanski
Phil Stein
Pete Stemkowski
Lee Stempniak
Kevin Stenlund
Vern Stenlund
Derek Stepan
Tobias Stephan
Charlie Stephens
Mitchell Stephens
Bob Stephenson
Chandler Stephenson
Shay Stephenson
Wayne Stephenson
Brett Sterling
Ronnie Stern
Ulf Sterner
John Stevens
Kevin Stevens
Mike Stevens
Phil Stevens
Scott Stevens
Doug Stevenson
Grant Stevenson
Jeremy Stevenson
Shayne Stevenson
Turner Stevenson
Alan Stewart
Anthony Stewart
Bill Stewart
Blair Stewart
Bob Stewart
Cam Stewart
Charles "Doc" Stewart
Chris Stewart
Gaye Stewart
Greg Stewart
Jack Stewart
Jim Stewart
John Stewart
John Stewart
Karl Stewart
Ken Stewart
Nels Stewart
Paul Stewart
Ralph Stewart
Ron Stewart
Ryan Stewart
Trevor Stienburg
Tony Stiles
Cory Stillman
Riley Stillman
Ryan Stoa
P.J. Stock
Jack Stoddard
Alek Stojanov
Anthony Stolarz
Jarret Stoll
Karl Stollery
Roland Stoltz
Mark Stone
Michael Stone
Ryan Stone
Steve Stone
Clayton Stoner
Jim Storm
Jamie Storr
Zack Stortini
Mike Stothers
Blaine Stoughton
Steve Stoyanovich
Tyson Strachan
Neil Strain
Brian Strait
Martin Straka
Petr Straka
Anton Stralman
Austin Strand
Gordon Strate
Art Stratton
Martin Strbak
Ben Street
Mark Streit
Art Strobel
Dylan Strome
Ryan Strome
Ken Strong
Garret Stroshein
David Struch
Jason Strudwick
Todd Strueby
Bill "Red" Stuart
Brad Stuart
Colin Stuart
Mark Stuart
Mike Stuart
Marian Studenic
Jack Studnicka
Jozef Stumpel
Bob Stumpf
Peter Sturgeon
Marco Sturm
Nico Sturm
Mike Stutzel
Tim Stutzle
Malcolm Subban
P.K. Subban
Radoslav Suchy
C.J. Suess
Alexander Suglobov
Kai Suikkanen
Libor Sulak
Doug Sulliman
Barry Sullivan
Bob Sullivan
Brian Sullivan
Frank Sullivan
George "Red" Sullivan
Mike Sullivan
Peter Sullivan
Steve Sullivan
Alexander Sulzer
Raimo Summanen
Bill Summerhill
Chris Summers
Niklas Sundblad
Mats Sundin
Ronnie Sundin
Oskar Sundqvist
Johan Sundstrom
Niklas Sundstrom
Patrik Sundstrom
Peter Sundstrom
Antti Suomela
Al Suomi
Damian Surma
Tomas Surovy
Maxim Sushinski
Maksim Sushko
Andrej Sustr
Gary Suter
Pius Suter
Ryan Suter
Brian Sutherby
Bill Sutherland
Max Sutherland
Brandon Sutter
Brent Sutter
Brett Sutter
Brian Sutter
Brody Sutter
Darryl Sutter
Duane Sutter
Rich Sutter
Ron Sutter
Andy Sutton
Ken Sutton
Mark Suzor
Nick Suzuki
Per Svartvadet
Marek Svatos
Andrei Svechnikov
Evgeny Svechnikov
Niklas Svedberg
Viktor Svedberg
Robert Svehla
Jaroslav Svejkovsky
Leif Svensson
Magnus Svensson
Alexandr Svitov
Jaroslav Svoboda
Petr Svoboda
Petr Svoboda
Garry Swain
Brian Swanson
George Swarbrick
Jeremy Swayman
Billy Sweatt
Lee Sweatt
Bill Sweeney
Bob Sweeney
Don Sweeney
Tim Sweeney
Darryl Sydor
Bob Sykes
Phil Sykes
Michal Sykora
Petr Sykora
Petr Sykora
Dean Sylvester
Don Sylvestri
Danny Syvret
Paul Szczechura
Joe Szura
Jordan Szwarz
Rick Tabaracci
Jeff Taffe
John Taft
Peter Taglianetti
Kari Takko
Dean Talafous
Ron Talakoski
Cameron Talbot
Jean-Guy Talbot
Maxime Talbot
Barry Tallackson
Rob Tallas
Henrik Tallinder
Dale Tallon
Jeff Tambellini
Steve Tambellini
Chris Tamer
Dave Tanabe
Chris Tancill
Brandon Tanev
Christopher Tanev
Eric Tangradi
Alex Tanguay
Christian Tanguay
Don Tannahill
John Tanner
Tony Tanti
Matt Taormina
Brad Tapper
Vladimir Tarasenko
Daniil Tarasov
Daniil Tarasov
Jamie Tardif
Marc Tardif
Patrice Tardif
Iiro Tarkki
Nick Tarnasky
Dick Tarnstrom
Tomas Tatar
Mikhail Tatarinov
Dave Tataryn
Spence Tatchell
Petr Taticek
Bill Taugher
John Tavares
Billy Taylor
Billy Taylor
Bob Taylor
Bobby Taylor
Chris Taylor
Daniel Taylor
Dave Taylor
Harry Taylor
Mark Taylor
Ralph "Bouncer" Taylor
Ted Taylor
Tim Taylor
Alan "Skip" Teal
Jeff Teal
Vic "Skeeter" Teal
Greg Tebbutt
Mattias Tedenby
Mikael Tellqvist
Petr Tenkrat
Matt Tennyson
Harvey Teno
Joey Tenute
Stephen Tepper
Teuvo Teravainen
Paul Terbenche
Chris Terreri
Greg Terrion
Bill Terry
Chris Terry
Troy Terry
Dmitri Tertyshny
Orval Tessier
Joey Tetarenko
Colten Teubert
Josh Teves
Alexandre Texier
Alexei Tezikov
Ryan Thang
Greg Theberge
Mats Thelin
Michael Thelven
Jose Theodore
Shea Theodore
Chris Therien
Gaston Therrien
Gilles Thibaudeau
Jocelyn Thibault
Larry Thibeault
Brad Thiessen
Leo Thiffault
Ben Thomas
Bill Thomas
Christian Thomas
Cy Thomas
Reg Thomas
Robert Thomas
Scott Thomas
Steve Thomas
Tim Thomas
Wayne Thomas
Dave Thomlinson
Brent Thompson
Cecil "Tiny" Thompson
Cliff Thompson
Errol Thompson
Kenneth Thompson
Logan Thompson
Nate Thompson
Paul Thompson
Paul Thompson
Rocky Thompson
Tage Thompson
Tyce Thompson
Bill Thoms
Ben Thomson
Bill Thomson
Floyd Thomson
Jim Thomson
Jim Thomson
Lassi Thomson
Rhys Thomson
Chris Thorburn
Patrick Thoresen
Tom Thornbury
Joe Thornton
Scott Thornton
Shawn Thornton
Joe Thorsteinson
Andreas Thuresson
Fred Thurier
Calvin Thurkauf
Tom Thurlby
Mario Thyer
Billy Tibbetts
Milan Tichy
Alex Tidey
Chris Tierney
Viktor Tikhonov
Esa Tikkanen
Brad Tiley
Tom Tilley
Mattias Timander
Dmytro Timashov
Ray Timgren
Conor Timmins
Scott Timmins
Jussi Timonen
Kimmo Timonen
Jarred Tinordi
Mark Tinordi
Dave Tippett
Owen Tippett
Morris Titanic
German Titov
Daniel Tjarnqvist
Mathias Tjarnqvist
Vladimir Tkachev
Brady Tkachuk
Keith Tkachuk
Matthew Tkachuk
Daniel Tkaczuk
Walt Tkaczuk
Jiri Tlusty
Mike Toal
Ryan Tobler
Rick Tocchet
Kevin Todd
Devon Toews
Jonathan Toews
Tyler Toffoli
Hannu Toivonen
Dustin Tokarski
Sergey Tolchinsky
Ole-Kristian Tollefsen
Denis Tolpeko
Eeli Tolvanen
Glenn Tomalty
Philip Tomasino
Mike Tomlak
Dave Tomlinson
Kirk Tomlinson
Jeff Toms
Jack Tomson
John Tonelli
Dominic Toninato
Tim Tookey
Sean Toomey
Jordin Tootoo
Shayne Toporowski
Jerry Toppazzini
Zellio Toppazzini
Mike Torchia
Josh Tordjman
Pavel Torgayev
Jari Torkki
Antti Tormanen
Alexei Toropchenko
Raffi Torres
Vesa Toskala
Bill Touhey
Jack Toupin
Art Townsend
Graeme Townshend
Brayden Tracey
Larry Trader
Wes "Bucko" Trainor
Bobby Trapp
Doug Trapp
Percy Traub
Patrick Traverse
Dan Trebil
Brock Tredway
Andrei Trefilov
Brent Tremblay
Gilles Tremblay
J.C. Tremblay
Marcel Tremblay
Mario Tremblay
Nils Tremblay
Vincent Tremblay
Yannick Tremblay
Yakov Trenin
Pascal Trepanier
Niklas Treutle
Tim Trimper
John Tripp
Pavel Trnka
Vincent Trocheck
Corey Tropp
Zach Trotman
Brock Trotter
Bryan Trottier
Dave Trottier
Guy Trottier
Rocky Trottier
Jacob Trouba
Jean-Guy Trudel
Louis Trudel
Rene Trudell
Alexander True
Nikita Tryamkin
Nikos Tselios
Nikolai Tsulygin
Denis Tsygurov
Vladimir Tsyplakov
Alex Tuch
Darcy Tucker
John Tucker
Ted Tucker
Connie Tudin
Rob Tudor
Al Tuer
Riley Tufte
Ron Tugnutt
Lauri Tukonen
Marko Tuomainen
Marty Turco
Alex Turcotte
Alfie Turcotte
Darren Turcotte
Roman Turek
Dominic Turgeon
Pierre Turgeon
Sylvain Turgeon
Gordon Turlik
Ian Turnbull
Perry Turnbull
Randy Turnbull
Travis Turnbull
Bob Turner
Brad Turner
Dean Turner
Joe Turner
Kyle Turris
Norman Tustin
Aud Tuten
Brian Tutt
Steve Tuttle
Tony Tuzzolino
Oleg Tverdovsky
Roman Tvrdon
Carsen Twarynski
Tony Twist
T.J. Tynan
Dana Tyrell
Fedor Tyutin
Gene Ubriaco
Dominik Uher
Igor Ulanov
Norm Ullman
Linus Ullmark
David Ullstrom
Jeff Ulmer
Layne Ulmer
R.J. Umberger
Matt Underhill
Garry Unger
Scottie Upshall
Alexander Urbom
Stefan Ustorf
Urho Vaakanainen
Ossi Vaananen
Nicholas Vachon
Rogatien Vachon
Carol Vadnais
Lubomir Vaic
Eric Vail
Melville "Sparky" Vail
Rick Vaive
Boris Valabik
Chris Valentine
Rob Valicevic
Rinat Valiev
Juuso Valimaki
Jack Valiquette
Steve Valiquette
Curtis Valk
Garry Valk
Lindsay Vallis
Shaun Van Allen
John Van Boxmeer
Bryce Van Brabant
David Van Der Gulik
Wayne Van Dorp
David Van Drunen
Mark Van Guilder
Darren Van Impe
Ed Van Impe
James Van Riemsdyk
Trevor van Riemsdyk
Mike Van Ryn
John Vanbiesbrouck
Ryan VandenBussche
Jim Vandermeer
Pete Vandermeer
Chris VandeVelde
Vitek Vanecek
Thomas Vanek
Vaclav Varada
Petri Varis
Semyon Varlamov
Sergei Varlamov
Philip Varone
Jarkko Varvio
Josef Vasicek
Andrei Vasilevskiy
Alex Vasilevsky
Alexei Vasiliev
Herbert Vasiljevs
Andrei Vasilyev
Dennis Vaske
Elmer Vasko
Rick Vasko
Alexander Vasyunov
Sami Vatanen
Frank Vatrano
Julien Vauclair
Yvon Vautour
Greg Vaydik
Michael Vecchione
Veini Vehvilainen
Stephane Veilleux
Mike Veisor
Darren Veitch
Lukas Vejdemo
Karel Vejmelka
Joe Veleno
Randy Velischek
Mike Vellucci
Vic Venasky
Gary Veneruzzo
Pat Verbeek
Carter Verhaeghe
Antoine Vermette
Mark Vermette
Joel Vermin
Mike Vernace
Kris Vernarsky
Mike Vernon
Max Veronneau
Darcy Verot
Claude Verret
Kris Versteeg
Leigh Verstraete
Dennis Ververgaert
Kristian Vesalainen
Ryan Vesce
Jim Vesey
Jimmy Vesey
Linden Vey
Sid Veysey
Georges Vezina
Dennis Vial
Steve Vickers
Jeffrey Viel
J.P. Vigier
Alain Vigneault
Vesa Viitakoski
Gabriel Vilardi
Claude Vilgrain
Gilles Villemure
Dan Vincelette
Tomas Vincour
Pete Vipond
Hannu Virta
Tony Virta
Jake Virtanen
Terry Virtue
Mark Visentin
Mark Visheau
Ivan Vishnevskiy
Vitaly Vishnevsky
Lubomir Visnovsky
Joe Vitale
Harijs Vitolinsh
Emanuel Viveiros
Daniel Vladar
Tomas Vlasak
Alex Vlasic
Marc-Edouard Vlasic
Ed Vokes
Tomas Vokoun
Mickey Volcan
Anton Volchenkov
Alexandre Volchkov
David Volek
Alexander Volkov
Doug Volmar
Aaron Volpatti
Reto Von Arx
Phil Von Stefenelli
Jan Vopat
Roman Vopat
Jakub Voracek
Pavel Vorobiev
Vladimir Vorobiev
Mikhail Vorobyov
Aaron Voros
Carl Voss
Vyacheslav Voynov
Jakub Vrana
Petr Vrana
Radim Vrbata
Vladimir Vujtek
Mick Vukota
Igor Vyazmikin
David Vyborny
Sergei Vyshedkevich
Don Waddell
Austin Wagner
Chris Wagner
Steve Wagner
Oliver Wahlstrom
Frank "Deacon" Waite
Jimmy Waite
Darcy Wakaluk
Ernie Wakely
Daniel Walcott
Gordie Walker
Howard Walker
Jack Walker
Kurt Walker
Matt Walker
Nathan Walker
Russ Walker
Scott Walker
Sean Walker
Bob Wall
Mike Wall
Tim Wallace
Jesse Wallin
Niclas Wallin
Peter Wallin
Rickard Wallin
Lucas Wallmark
Jake Walman
Derrick Walser
James "Flat" Walsh
Jim Walsh
Mike Walsh
Reilly Walsh
Ben Walter
Ryan Walter
Bob Walton
Mike Walton
Wes Walz
Rick Wamsley
Tom Wandell
Kyle Wanvig
Gord Wappel
Aaron Ward
Cam Ward
Dixon Ward
Don Ward
Ed Ward
Jason Ward
Jimmy Ward
Joe Ward
Joel Ward
Lance Ward
Ron Ward
Jeff Ware
Mike Ware
Eddie Wares
Bob Warner
Jim Warner
Rhett Warrener
Todd Warriner
David Warsofsky
Bill Warwick
Grant Warwick
Steve Washburn
Nick Wasnie
Francis Wathier
Matt Watkins
Austin Watson
Bill Watson
Bryan Watson
Dave Watson
Harry Watson
Jim Watson
Jim Watson
Joe Watson
Phil Watson
Jim Watt
Mike Watt
Tim Watters
Brian Watts
Jordan Weal
Jasper Weatherby
Mike Weaver
Steve Webb
Mike Weber
Shea Weber
Yannick Weber
Aubrey Webster
Don Webster
John "Chick" Webster
Tom Webster
Scott Wedgewood
Anton Wedin
MacKenzie Weegar
Kevin Weekes
Steve Weeks
Doug Weight
Ralph "Cooney" Weiland
Tyler Weiman
Mattias Weinhandl
Eric Weinrich
Stan Weir
Wally Weir
Dale Weise
Stephen Weiss
Noah Welch
Andy Welinski
Craig Weller
Casey Wellman
Chris Wells
Jay Wells
Eric Wellwood
Kyle Wellwood
Jeremy Welsh
Alexander Wennberg
John Wensink
Marvin "Cyclone" Wentworth
Brad Werenka
Zach Werenski
Adam Werner
Brian Wesenberg
Blake Wesley
Glen Wesley
Duvie Westcott
Ed Westfall
Kevin Westgarth
Tommy Westlund
Erik Westrum
Carl Wetzel
Patrick Wey
Ken Wharram
Len Wharton
Simon Wheeldon
Blake Wheeler
Don Whelden
Bill Whelton
Rob Whistle
Bill White
Brian White
Colin White
Colin White
Colton White
Ian White
Leonard "Moe" White
Peter White
Ryan White
Sherman White
Todd White
Tony White
Wilfred "Tex" White
Zach Whitecloud
Bob Whitelaw
Trent Whitfield
Bob Whitlock
Derek Whitmore
Kay Whitmore
Joe Whitney
Ray Whitney
Ryan Whitney
Sean Whyte
Roman Wick
Doug Wickenheiser
Chris Wideman
Dennis Wideman
Juha Widing
Jason Widmer
Art Wiebe
Jason Wiemer
Jim Wiemer
Patrick Wiercioch
Adam Wilcox
Archie Wilcox
Barry Wilcox
Archie Wilder
Jim Wiley
Bob Wilkie
David Wilkie
Barry Wilkins
Derek Wilkinson
John Wilkinson
Neil Wilkinson
Brian Wilks
Roman Will
Rod Willard
Burr Williams
Darryl Williams
Dave "Tiger" Williams
David Williams
Fred Williams
Gordie Williams
Jason Williams
Jeremy Williams
Justin Williams
Sean Williams
Tom Williams
Tommy Williams
Warren "Butch" Williams
Jordan Willis
Shane Willis
Max Willman
Brian Willsie
Don Willson
Clarke Wilm
Behn Wilson
Bert Wilson
Bob Wilson
Carey Wilson
Carol "Cully" Wilson
Clay Wilson
Colin Wilson
Doug Wilson
Dunc Wilson
Garrett Wilson
Gord Wilson
Hub Wilson
Jerry Wilson
Johnny Wilson
Kyle Wilson
Landon Wilson
Larry Wilson
Mike Wilson
Mitch Wilson
Murray Wilson
Rick Wilson
Rik Wilson
Roger Wilson
Ron Wilson
Ron Wilson
Ross "Lefty" Wilson
Ryan Wilson
Scott Wilson
Tom Wilson
Wally Wilson
Brad Winchester
Jesse Winchester
Murray Wing
Tommy Wingels
Hal Winkler
Chris Winnes
Daniel Winnik
